image_name,right_elbow_angle,left_elbow_angle,right_shoulder_angle,left_shoulder_angle
frame_0000.jpg,155.24470645026753,158.23586143181214,140.78652158895073,145.32723935617074
frame_0001.jpg,164.14134163411651,159.18851010602478,134.94735045595476,144.2377920447217
frame_0002.jpg,168.5444063319685,160.18208435359992,132.64251449506057,144.0808940309698
frame_0003.jpg,167.83919880260927,163.37400683902706,132.55780225510233,142.55773256988712
frame_0004.jpg,170.16095594061306,162.55524860238464,130.13875706847256,142.54502371479387
frame_0005.jpg,166.60962768364942,161.2082869892541,131.28296298667829,143.18684126559782
frame_0006.jpg,169.70421595796972,161.31541422764906,129.29076426454333,142.62426185250825
frame_0007.jpg,168.85273051850348,161.2437299629746,129.44943288377155,143.38433218282654
frame_0008.jpg,167.01171333588343,160.20642416135985,131.0016412744206,143.20635676282777
frame_0009.jpg,167.41895418800652,159.34509444125226,130.38723245053907,143.80431966803465
frame_0010.jpg,170.1148037245061,159.0369202109965,129.74105402338571,143.92823106397103
frame_0011.jpg,167.17743664582068,161.4342633434955,129.5815616284814,141.60382173723738
frame_0012.jpg,168.72493779120904,162.38694941849658,129.21951103517657,141.8172360165647
frame_0013.jpg,164.82489228552177,156.45344053303796,132.69559721412685,144.3641329916367
frame_0014.jpg,165.42837430513757,161.377430067708,131.79241079625805,142.7994945259862
frame_0015.jpg,164.87065019312334,161.76825142703922,133.74889689303836,142.50586505818018
frame_0016.jpg,162.3393469337568,160.77015761820422,135.79337426360004,145.22184885128286
frame_0017.jpg,165.7677871453079,163.2536784200547,132.54925713008777,140.99187075164312
frame_0018.jpg,165.76242868832958,160.30657843411683,133.76098401318382,140.8917913186932
frame_0019.jpg,161.75461529720167,160.3704379814504,137.63052501212923,142.79059218086027
frame_0020.jpg,164.66081443238053,160.3138485675449,133.66128634237563,141.4828176189105
frame_0021.jpg,162.23742710637453,158.57154405369994,136.21666200038044,143.94204655268078
frame_0022.jpg,165.8228573735984,166.4280952878833,132.34627715832013,139.53656460325476
frame_0023.jpg,163.50457031715914,162.66686362779677,133.66058804706938,141.77069366420642
frame_0024.jpg,162.19977894686633,165.25232286572975,139.8174026357622,141.8399673072536
frame_0025.jpg,159.3369960692419,167.90809553761483,141.74028089699863,140.18309072671687
frame_0026.jpg,168.62147811457464,170.4892142549428,130.12158203115223,135.45576706792457
frame_0027.jpg,168.06961365654507,172.40156579340663,131.68588835870037,135.17257469360467
frame_0028.jpg,170.08844841148507,172.030931107454,129.74841827617539,137.33851531773746
frame_0029.jpg,170.168886246107,171.56061554885758,129.88879285110275,137.43144863748108
frame_0030.jpg,167.8036008230947,168.0568168337273,133.328713366903,139.80294519586025
frame_0031.jpg,161.97565475813312,167.09093451679215,137.45022313518575,139.23194032295333
frame_0032.jpg,166.5375525594904,167.10478430341504,132.43627477444312,138.63892080452717
frame_0033.jpg,166.3066649497714,166.60606893074905,131.6937946504709,139.33852538404767
frame_0034.jpg,164.1411559625557,165.3861211856913,133.8914992848524,139.41084532846736
frame_0035.jpg,163.838247479795,162.5908031344428,131.92436760152972,141.41317040856117
frame_0036.jpg,157.5832670535029,160.2699189860254,138.5402372347933,142.26234766207398
frame_0037.jpg,156.41566316839155,153.65974313918073,140.5998860223369,146.36038530535123
frame_0038.jpg,155.25467067845182,147.61432341947298,142.1431178698777,146.34989576334567
frame_0039.jpg,150.34417987226487,147.07604996458213,144.40166928934394,147.165957585596
frame_0040.jpg,142.1772028154437,138.31166237889522,148.28228089943988,151.6067470320523
frame_0041.jpg,167.6303906852144,161.50326960179785,68.87546265738523,46.39357225680367
frame_0042.jpg,140.18849870780548,133.989807852683,150.0012475792103,150.9292547187932
frame_0043.jpg,133.48238626285118,126.62900217863067,152.769414637365,152.8855268341607
frame_0044.jpg,129.00112960353556,125.26313016660255,154.58648193470376,154.16401682508504
frame_0045.jpg,124.53294173542525,112.82676881754303,157.19747066965112,158.94752043449708
frame_0046.jpg,114.80170105773693,116.17027025548197,161.08543591783857,160.59600839253335
frame_0047.jpg,108.64908433083298,107.25085856010324,164.73261049737036,162.59882219443793
frame_0048.jpg,102.4736744334795,98.51567751176023,166.55735490797466,165.16932610679555
frame_0049.jpg,100.19431216751849,96.7068020055522,168.97212622990926,169.0251871990695
frame_0050.jpg,94.36202052414276,93.19591411470637,171.86091321057154,171.9944301291702
frame_0051.jpg,92.2001530421722,86.89614119420854,175.14904290151193,175.10408431401103
frame_0052.jpg,88.25369049118417,88.63959210192931,178.43404338150427,179.0500167584918
frame_0053.jpg,83.80797784357122,83.96840900207386,178.33197324023823,177.94417211066244
frame_0054.jpg,80.68097001709084,80.10229342911454,174.16038784936092,175.67469240977036
frame_0055.jpg,76.8839787258757,76.68611950062053,172.4117057354366,173.64588077499482
frame_0056.jpg,78.07605745042186,77.0554145520544,170.51453345245602,171.989586273581
frame_0057.jpg,74.57281490153066,76.63415017666819,166.78572067872793,170.04644275462795
frame_0058.jpg,75.47320583485708,73.24409669865004,164.20969833158125,167.17069946246855
frame_0059.jpg,79.25396782750192,84.43369109542154,163.99105455246007,162.54695867136465
frame_0060.jpg,73.93492507698518,71.76080528385147,161.84201846555752,163.15914925326703
frame_0061.jpg,15.950625743360163,68.02973064658276,157.9568085165039,161.94508865698378
frame_0062.jpg,78.20742051800052,68.38161859464304,158.2950805750621,162.86598994660272
